TIMESTAMP;Batt ;T;Tmax;Tmin;RH;G;G_std;U;Ustd;Udir;Udir_std;P
07/06/16 21:00;13.42;-3.027;-2.973;-3.104;96.7;0;0;0.006;0.026;75.04;0.007;0
07/06/16 21:30;13.35;-3.066;-3.014;-3.116;97.5;0;0;0.15;0.251;74.96;0.041;0
07/06/16 22:00;13.3;-3.172;-3.054;-3.257;99;0;0;0;0;0;0;0
07/06/16 22:30;13.25;-3.24;-3.155;-3.298;99.9;0;0;0;0;0;0;0
07/06/16 23:00;13.2;-3.27;-3.226;-3.317;99.5;0;0;0.618;0.626;31.56;9.12;0
07/06/16 23:30;13.16;-3.271;-3.216;-3.338;99;0;0;0.604;0.312;28.01;0.091;0
08/06/16 00:00;13.13;-3.181;-3.094;-3.257;99.5;0;0;0.094;0.188;28.02;0.018;0
08/06/16 00:30;13.09;-3.167;-3.125;-3.216;98.3;0;0;1.198;0.802;26.55;14.25;0
08/06/16 01:00;13.06;-3.42;-3.196;-3.55;99.4;0;0;0.32;0.39;15.31;0.058;0
08/06/16 01:30;13.04;-3.508;-3.418;-3.601;99.2;0;0;0.712;0.368;348.7;31.66;0
08/06/16 02:00;13.02;-3.486;-3.378;-3.56;99.2;0;0;0.185;0.305;308.2;0.035;0
08/06/16 02:30;13;-3.418;-3.278;-3.499;99.6;0;0;0.191;0.222;308;0.074;0
08/06/16 03:00;12.99;-3.217;-3.135;-3.298;99.3;0;0;0.261;0.252;307.9;0.068;0
08/06/16 03:30;12.98;-3.263;-3.165;-3.338;99.3;0;0;0.023;0.076;307.9;0.009;0
08/06/16 04:00;12.96;-3.302;-3.257;-3.338;99.2;0;0;0.253;0.245;307.9;0.055;0
08/06/16 04:30;12.95;-3.321;-3.278;-3.398;99.2;0;0;0.138;0.174;307.9;0.042;0
08/06/16 05:00;12.94;-3.391;-3.358;-3.429;99.2;0;0;0.232;0.308;307.8;0.073;0
08/06/16 05:30;12.93;-3.38;-3.338;-3.418;99.1;0;0;0.29;0.258;307.8;0.099;0
08/06/16 06:00;12.93;-3.421;-3.327;-3.48;99.2;0;0;0.011;0.048;307.7;0.009;0
08/06/16 06:30;12.92;-3.337;-3.298;-3.378;99.1;0;0;0.04;0.118;307.7;0;0
08/06/16 07:00;12.91;-3.377;-3.338;-3.398;99.2;0;0;0.108;0.159;307.7;0.016;0
08/06/16 07:30;12.91;-3.354;-3.298;-3.398;99.2;0;0;0.313;0.191;307.7;0.063;0
08/06/16 08:00;12.9;-3.34;-3.288;-3.378;99.2;0;0;0.304;0.256;307.7;0.054;0
08/06/16 08:30;12.9;-3.401;-3.338;-3.46;99.1;0;0;0.475;0.189;307.7;0.064;0
08/06/16 09:00;12.9;-3.46;-3.418;-3.48;99.1;0;0;0.521;0.133;307.6;0.02;0
08/06/16 09:30;12.9;-3.471;-3.439;-3.499;99.1;0.032;0.098;0.465;0.23;307.6;0.059;0
08/06/16 10:00;12.89;-3.513;-3.45;-3.622;99.1;1.474;1.009;0.815;0.245;307.5;0.034;0
08/06/16 10:30;12.89;-3.646;-3.58;-3.682;98.9;15.82;8.04;1.251;0.233;307.5;0.099;0
08/06/16 11:00;12.91;-3.513;-3.439;-3.622;98.9;40.16;5.353;0.903;0.295;307.5;0.093;0
08/06/16 11:30;13.18;-3.51;-3.378;-3.723;98.6;30.27;1.924;0.315;0.252;307.5;0.049;0
08/06/16 12:00;13.19;-3.76;-3.652;-3.885;98.5;44.8;7.337;1.594;1.261;256;46.54;0
08/06/16 12:30;13.65;-3.606;-3.338;-3.885;98.8;60.9;8.31;1.775;0.666;222.9;0.137;0
08/06/16 13:00;14.63;-3.299;-2.992;-3.58;98.1;112.7;33.95;1.48;0.504;218.4;10.93;0
08/06/16 13:30;14.63;-3.472;-3.257;-3.713;98.1;136.1;40.87;2.003;0.26;207.5;5.76;0
08/06/16 14:00;14.63;-2.862;-2.548;-3.327;97.2;195;59.68;1.518;0.305;200.9;12.39;0
08/06/16 14:30;14.6;-3.067;-2.628;-3.298;97.8;156;67.89;1.693;0.246;213.5;8.17;0
08/06/16 15:00;14.6;-3.288;-3.084;-3.439;97.5;84.7;6.663;0.864;0.391;273.4;57.74;0
08/06/16 15:30;14.59;-3.104;-2.922;-3.257;97.8;116.1;16.14;0.77;0.203;28.36;26.59;0
08/06/16 16:00;14.6;-3.151;-2.791;-3.58;97.7;68.64;6.946;0.782;0.291;207;31.43;0
08/06/16 16:30;14.59;-3.165;-2.81;-3.541;98.7;65.33;16.37;0.551;0.359;193.9;18.53;0
08/06/16 17:00;14.6;-3.184;-2.851;-3.338;98.8;28.5;5.928;0.243;0.227;153.8;13.91;0
08/06/16 17:30;14.12;-3.598;-3.327;-3.713;98.7;13.8;3.581;0.029;0.094;107.8;3.36;0
08/06/16 18:00;13.99;-3.789;-3.642;-4.006;98.8;3.834;1.002;0.26;0.406;314;6.053;0
08/06/16 18:30;13.87;-4.141;-3.986;-4.32;98.7;0.868;0.629;1.115;0.456;3.186;17.56;0
08/06/16 19:00;13.77;-4.05;-3.784;-4.291;98.3;0;0;0.776;0.607;303.7;70.93;0
08/06/16 19:30;13.68;-4.141;-3.925;-4.24;99.2;0;0;1.885;0.414;224.3;12.43;0
08/06/16 20:00;13.6;-3.948;-3.794;-4.148;98.1;0;0;1.48;0.625;236.2;33.14;0
08/06/16 20:30;13.52;-3.913;-3.764;-4.048;96.7;0;0;2.052;0.355;197.1;10.71;0
08/06/16 21:00;13.45;-3.614;-3.48;-3.774;97.7;0;0;2.408;0.329;212.9;14.59;0
08/06/16 21:30;13.39;-3.293;-2.507;-3.58;81.3;0;0;2.529;0.247;227.2;9.99;0
08/06/16 22:00;13.32;-2.442;-1.181;-3.014;55.38;0;0;3.308;0.55;216.6;10.63;0
08/06/16 22:30;13.27;-0.912;-0.584;-1.252;48.28;0;0;2.612;0.432;209.9;10.85;0
08/06/16 23:00;13.22;-0.447;-0.33;-0.644;45.58;0;0;2.354;0.521;201.9;6.767;0
08/06/16 23:30;13.18;-0.414;-0.036;-0.624;39.41;0;0;1.139;0.512;188.9;13.5;0
09/06/16 00:00;13.14;0.453;0.752;-0.036;36.31;0;0;2.233;0.203;225.1;8.14;0
09/06/16 00:30;13.1;0.904;1.024;0.68;31.96;0;0;2.208;0.22;211.6;4.762;0
09/06/16 01:00;13.07;1.073;1.268;0.852;21.43;0;0;2.635;0.376;215.1;4.787;0
09/06/16 01:30;13.04;1.387;1.582;1.217;16.79;0;0;2.723;0.654;216.7;7.209;0
09/06/16 02:00;13.02;1.681;1.844;1.53;15.6;0;0;1.528;0.266;206.8;15.27;0
09/06/16 02:30;13;1.669;2.006;1.47;11.34;0;0;1.246;0.458;206.6;18.69;0
09/06/16 03:00;12.99;2.242;2.45;1.986;14.62;0;0;2.079;0.402;223.7;14.96;0
09/06/16 03:30;12.97;1.818;2.106;1.41;22.44;0;0;3.54;1.112;225.2;13.25;0
09/06/16 04:00;12.96;1.732;1.935;1.47;21.33;0;0;4.291;0.667;224.8;11;0
09/06/16 04:30;12.95;2.015;2.309;1.783;20.62;0;0;2.577;0.698;218.6;12.25;0
09/06/16 05:00;12.94;2.24;2.471;1.925;20.04;0;0;1.941;0.494;242.6;20.94;0
09/06/16 05:30;12.94;2.045;2.44;1.744;19.97;0;0;2.142;0.555;198.3;17.32;0
09/06/16 06:00;12.93;1.734;2.046;1.379;20.59;0;0;2.136;1.196;199.5;21.72;0
09/06/16 06:30;12.92;1.262;1.854;1.014;21.99;0;0;1.537;0.569;78.83;34.85;0
09/06/16 07:00;12.92;1.867;2.249;0.994;19.28;0;0;1.498;0.79;200.6;67.5;0
09/06/16 07:30;12.92;1.778;2.188;1.46;18.93;0;0;1.173;0.767;121.5;59.43;0
09/06/16 08:00;12.91;2.042;2.826;1.682;20.35;0;0;1.45;1.469;278.1;58.48;0
09/06/16 08:30;12.91;2.479;3.29;1.996;24.22;0;0;1.535;1.502;236.1;75.87;0
09/06/16 09:00;12.91;3.378;3.846;2.33;16.81;0;0;3.871;1.022;236;19.78;0
09/06/16 09:30;12.91;3.84;4.228;3.159;20.24;0.129;0.213;3.693;0.809;216.3;44.74;0
09/06/16 10:00;12.91;2.732;3.229;2.37;24.31;5.937;3.119;1.983;1.173;171.5;63.75;0
09/06/16 10:30;12.91;3.808;4.39;2.502;18.06;28.32;15.21;5.048;1.301;247.6;26.3;0
09/06/16 11:00;14.43;4.367;4.754;3.906;14.21;69.45;9.29;4.282;1.209;238.5;15.01;0
09/06/16 11:30;14.4;4.601;4.846;3.846;16;69.41;8.18;4.312;1.165;235.4;18.25;0
09/06/16 12:00;14.4;4.274;4.684;3.744;21.93;99.6;16.67;7.703;2.801;250;15.16;0
09/06/16 12:30;14.4;4.37;4.846;3.522;18.02;110.9;4.626;10.2;2.251;250;14.98;0
09/06/16 13:00;14.37;4.716;5.078;4.452;20.17;118.5;7.494;10.44;2.193;256.3;13.47;0
09/06/16 13:30;14.36;5.224;5.684;4.633;20.45;133.9;7.294;10.28;1.75;256.6;11.55;0
09/06/16 14:00;14.33;5.419;5.835;4.976;19.07;156.6;9.48;8.75;2.437;269.5;16.49;0
09/06/16 14:30;14.33;5.535;5.916;5.159;21.88;160.9;7.914;10.27;2.032;262.7;13.35;0
09/06/16 15:00;14.3;5.603;6.209;4.835;22.43;174.1;36.27;10.28;2.903;275.4;18.8;0
09/06/16 15:30;14.3;5.46;6.442;4.624;19.88;124;5.903;13.48;2.808;266.7;14.24;0
09/06/16 16:00;14.3;5.722;6.43;4.573;24.19;133.1;25.08;11.62;3.098;279.6;16.91;0
09/06/16 16:30;14.3;5.148;5.866;4.411;22.59;74.52;14.81;14.07;2.962;285.4;12.5;0
09/06/16 17:00;14.05;4.862;7.167;3.856;32.36;39.27;8.62;13.22;3.165;282.1;14.74;0
09/06/16 17:30;13.88;4.387;5.238;3.644;27.53;17.56;5.166;11.23;4.466;307.5;35.64;0
09/06/16 18:00;13.75;4.28;4.966;3.461;26.88;3.508;2.585;9.36;4.536;316.9;45.09;0
09/06/16 18:30;13.64;4.082;5.098;2.916;35.37;0.205;0.238;13.91;3.885;299.8;23.3;0
09/06/16 19:00;13.54;3.808;4.604;3.31;30.75;0;0;17.76;3.426;307.1;26.31;0
09/06/16 19:30;13.46;4.26;5.26;3.644;27.89;0;0;7.691;4.619;355.6;63.59;0
09/06/16 20:00;13.39;3.645;4.552;3.239;35.72;0;0;14.84;3.965;317;24;0
09/06/16 20:30;13.32;3.37;3.704;2.976;36.61;0;0;22.54;3.662;280;13.28;0
09/06/16 21:00;13.26;3.641;4.189;3.34;35.71;0;0;26.5;3.071;274;8.48;0
09/06/16 21:30;13.21;3.477;3.896;2.916;36.04;0;0;30.07;2.319;275.5;6.554;0
09/06/16 22:00;13.18;3.766;4.846;2.997;37.19;0;0;25.59;2.433;273.1;7.293;0
09/06/16 22:30;13.15;3.267;3.714;2.916;38.72;0;0;25.7;3.014;291;10.19;0
09/06/16 23:00;13.12;2.883;3.482;2.309;41.93;0;0;24.41;3.112;296.8;11.25;0.2
09/06/16 23:30;13.1;2.557;2.926;2.128;39.99;0;0;23.84;3.744;291.2;13.08;0.1
10/06/16 00:00;13.08;2.438;2.956;1.986;41.84;0;0;22.98;3.92;290.1;12;0
10/06/16 00:30;13.05;1.719;2.309;1.46;42.47;0;0;22.82;3.584;292.3;13.51;0
10/06/16 01:00;13.04;1.868;2.218;1.541;40.64;0;0;17.48;4.321;300.2;16.31;0
10/06/16 01:30;13.03;1.76;2.249;1.42;44.49;0;0;15.03;4.102;307.2;19.26;0
10/06/16 02:00;13.02;1.37;1.622;0.975;43.04;0;0;16.59;4.354;300.6;16.56;0
10/06/16 02:30;13;1.259;1.541;0.934;42.86;0;0;20.9;4.582;290.3;15.45;0
10/06/16 03:00;12.99;0.955;1.48;0.692;47.54;0;0;24.59;3.627;280.2;9.17;0.1
10/06/16 03:30;12.98;0.65;1.176;0.286;46.65;0;0;24.25;3.043;276.2;9.61;0
10/06/16 04:00;12.97;0.834;1.338;0.418;48.4;0;0;26.37;3.659;278.2;9.79;0
10/06/16 04:30;12.97;0.331;0.813;-0.28;54.17;0;0;24.5;3.771;289.3;12.1;0.1
10/06/16 05:00;12.96;-0.074;0.428;-0.482;59.43;0;0;24.29;3.667;292.3;12.17;0
10/06/16 05:30;12.95;-0.22;1.176;-1.312;65.96;0;0;25.33;3.884;292;12.51;0
10/06/16 06:00;12.95;-0.11;0.711;-0.837;68.82;0;0;24.04;4.574;298.7;16.01;0
10/06/16 06:30;12.95;-0.303;0.286;-0.604;63.13;0;0;20.11;4.596;308;18.45;0.1
10/06/16 07:00;12.93;-0.458;0.205;-1.069;81.4;0;0;22.84;5.462;306.5;17.33;0.1
10/06/16 07:30;12.93;-0.569;0.358;-1.048;84.1;0;0;28.26;4.393;295.8;14.68;0
10/06/16 08:00;12.93;-0.646;-0.37;-0.968;86.3;0;0;28.5;4.198;298.8;12.61;0
10/06/16 08:30;12.92;-0.508;0.024;-0.988;74.32;0;0;29.44;3.842;286.9;12.95;0
10/06/16 09:00;12.92;-0.222;0.458;-0.725;75.68;0;0;30.04;3.276;275.1;8.64;0
10/06/16 09:30;12.92;-0.192;0.226;-0.542;81.3;0.004;0.035;25.56;4.261;259.2;13.2;0
10/06/16 10:00;12.92;0.146;0.499;-0.159;80.2;1.147;0.683;26.5;3.687;260.8;8.98;0
10/06/16 10:30;12.92;0.041;0.428;-0.422;81.2;9.11;4.699;27.47;4.146;262.9;9.74;0
10/06/16 11:00;12.93;-0.21;0.205;-0.493;83.4;30.79;7.734;24;5.827;255.8;16.5;0
10/06/16 11:30;13.73;-0.049;0.307;-0.391;85.8;41.6;2.468;28.54;2.848;267.5;6.245;0
10/06/16 12:00;14.5;-0.029;0.307;-0.28;85.1;61.3;8.64;27.9;3.058;274.3;7.64;0
10/06/16 12:30;14.5;0.158;0.711;-0.3;80.5;96.3;37.23;30.5;3.555;275.7;8.57;0
10/06/16 13:00;14.5;0.508;1.056;0.024;75.76;206.4;40.3;32.23;3.397;277.9;8.39;0
10/06/16 13:30;14.5;0.721;0.975;0.479;79.2;268.4;50.57;30.76;2.992;273.8;6.934;0
10/06/16 14:00;14.5;1.338;1.763;0.873;74.35;364.2;34.92;31.18;2.917;278;7.198;0
10/06/16 14:30;14.46;1.512;1.824;1.147;74.75;362.1;30.99;31.91;3.31;268.8;7.091;0
10/06/16 15:00;14.46;1.553;2.148;1.056;74.81;293.4;31.12;29.07;2.428;268.4;6.252;0
10/06/16 15:30;14.46;1.289;2.106;0.852;79.8;125.3;56.15;28.55;2.562;273.7;7.469;0
10/06/16 16:00;14.46;1.299;1.906;0.711;79.03;60.33;8.79;27.43;3.26;275.4;9.19;0
10/06/16 16:30;14.46;1.315;2.208;0.752;74.68;55.95;6.549;26.02;3.773;274.1;8.92;0
10/06/16 17:00;14.46;1.505;1.966;1.238;77.06;48.29;4.822;27.28;3.575;280.1;9.47;0
10/06/16 17:30;14.1;1.117;1.783;0.408;83.8;29.27;5.124;21.9;4.745;260.9;15.06;0
10/06/16 18:00;13.94;0.914;1.298;0.53;81.8;7.619;4.707;17.93;3.885;251.4;17.84;0
10/06/16 18:30;13.82;1.352;1.915;0.762;82.4;0.402;0.454;16.61;4.452;245.8;21.95;0
10/06/16 19:00;13.71;1.596;2.188;1.196;82.4;0;0;15.75;5.719;254;28.34;0
10/06/16 19:30;13.61;1.213;1.702;0.651;81.3;0;0;15.46;4.785;251.3;20.47;0
10/06/16 20:00;13.53;1.437;1.834;0.994;81.8;0;0;15.87;5.054;247.8;24.6;0
10/06/16 20:30;13.45;1.646;2.288;1.024;86.7;0;0;16.72;5.068;256.6;24.41;0
10/06/16 21:00;13.38;1.63;2.3;0.994;81.1;0;0;12.92;4.727;283.8;39.14;0
10/06/16 21:30;13.32;2.009;2.43;1.591;82.1;0;0;6.742;3.951;347.8;82.2;0
10/06/16 22:00;13.26;2.115;2.664;1.298;81.2;0;0;7.127;4.128;345.3;73.73;0
10/06/16 22:30;13.22;2.309;2.654;1.794;79.98;0;0;10.2;5.082;320.6;54.44;0
10/06/16 23:00;13.18;2.22;2.633;1.39;88.3;0;0;5.773;3.239;324.3;71.52;0
10/06/16 23:30;13.14;1.712;2.411;1.096;87.1;0;0;5.917;3.164;154.2;69.63;0
11/06/16 00:00;13.12;2.077;2.804;1.277;80.8;0;0;5.395;2.928;60.49;101.9;0
11/06/16 00:30;13.09;2.483;3.007;2.026;80.2;0;0;6.201;4.531;329.9;83.2;0
11/06/16 01:00;13.07;2.574;3.068;2.208;77.1;0;0;10.57;4.072;324.8;33.72;0
11/06/16 01:30;13.05;2.647;2.906;2.35;80.3;0;0;10.98;3.91;316.8;25.83;0
11/06/16 02:00;13.03;2.462;2.774;2.106;82.4;0;0;14.48;4.407;306.3;25.46;0
11/06/16 02:30;13.02;2.129;2.512;1.804;85;0;0;15.74;3.182;302.9;14.44;0
11/06/16 03:00;13;1.89;2.168;1.722;86.4;0;0;16.46;3.196;295.7;16.27;0
11/06/16 03:30;12.99;1.974;2.249;1.744;88.5;0;0;14.77;4.912;309;22.63;0
11/06/16 04:00;12.98;2.014;2.208;1.744;87.6;0;0;11.86;4.576;311.9;31.48;0
11/06/16 04:30;12.98;1.989;2.218;1.734;88.7;0;0;13.45;4.418;317.1;24.61;0.1
11/06/16 05:00;12.97;2.321;3.058;1.591;82.7;0;0;12.86;5.206;314.1;30.32;0
11/06/16 05:30;12.97;2.024;2.896;1.42;90.7;0;0;7.166;3.591;336.1;70.91;0
11/06/16 06:00;12.95;1.557;2.006;1.258;89.5;0;0;5.196;2.821;133.2;85.8;0
11/06/16 06:30;12.95;1.613;2.016;1.137;92.9;0;0;6.288;3.399;320.6;86.9;0
11/06/16 07:00;12.95;1.368;1.966;0.852;94;0;0;6.666;3.306;264.4;95.3;0
11/06/16 07:30;12.94;1.552;1.925;1.258;90.3;0;0;6.785;4.696;331.6;67.88;0
11/06/16 08:00;12.94;1.737;2.026;1.439;88.9;0;0;5.987;3.649;158.1;95.2;0.1
11/06/16 08:30;12.93;1.658;2.158;1.126;84.5;0;0;4.857;2.771;149.2;58.51;0
11/06/16 09:00;12.93;1.957;2.218;1.702;82.7;0;0;5.935;2.978;216.3;101.6;0
11/06/16 09:30;12.93;2.183;2.794;1.662;79.49;0.077;0.172;5.27;2.919;295.3;72.22;0
11/06/16 10:00;12.93;1.702;2.208;1.328;82;2.488;1.866;5.849;3.423;320;85.2;0
11/06/16 10:30;12.93;1.952;2.865;1.48;75.44;13.11;4.684;4.387;2.401;1.41;86.3;0
11/06/16 11:00;14.26;2.719;3.32;1.824;70.35;59.09;18.46;8.62;4.996;330.2;49.04;0
11/06/16 11:30;14.4;3.051;3.765;2.188;55.33;52.62;4.792;7.572;4.897;328.2;63.23;0
11/06/16 12:00;14.4;3.625;4.452;2.532;56.54;95.7;17.52;9.61;3.647;322.1;30.22;0
11/06/16 12:30;14.36;3.122;3.784;2.45;61.18;182.2;19.53;3.565;1.942;148.6;88.5;0
11/06/16 13:00;14.36;3.101;4.028;2.572;58.06;211.5;7.844;5.716;3.265;133.6;82.9;0
11/06/16 13:30;14.36;2.587;3.31;2.026;62.51;256.7;42.28;7.27;4.469;325.8;92.7;0
11/06/16 14:00;14.36;2.99;3.562;2.309;56.1;309.6;2.853;10.84;5.113;327.9;47.25;0
11/06/16 14:30;14.36;2.277;3.239;1.722;67.16;304.8;8.83;13.24;6.099;313.8;38.04;0
11/06/16 15:00;14.36;2.486;3.412;1.722;65.03;281.5;10.57;8.81;4.116;326.7;76.79;0
11/06/16 15:30;14.36;2.144;4.047;1.358;57.75;231.4;33.34;6.86;4.002;266.7;95.3;0
11/06/16 16:00;14.36;2.08;2.713;1.763;59;83.5;33.2;4.651;2.934;103.3;81.3;0
11/06/16 16:30;14.36;1.793;2.32;0.934;59.63;44.42;31.16;6.809;4.152;155.9;91;0
11/06/16 17:00;14.43;1.838;2.45;1.196;60.93;27.35;2.401;6.029;3.214;142.1;71.6;0
11/06/16 17:30;14.03;1.901;2.654;1.176;61.16;25.68;3.782;7.398;4.26;66.97;73.03;0
11/06/16 18:00;13.88;2.063;3.825;1.207;49.89;8.86;5.601;12.82;7.437;340;73.13;0
11/06/16 18:30;13.76;2.457;4.17;1.4;59.65;0.61;0.561;18.82;7.096;330.9;28.87;0
11/06/16 19:00;13.65;1.94;2.956;1.379;53.78;0;0;14.18;8.54;346.5;49.89;0
11/06/16 19:30;13.56;3.161;4.754;1.601;45.96;0;0;13.63;6.544;336;39.5;0
11/06/16 20:00;13.48;2.215;3.36;1.49;56.01;0;0;7.093;3.85;13.71;84.2;0
11/06/16 20:30;13.41;1.827;2.855;1.439;61.24;0;0;7.315;4.181;55.81;58.12;0
11/06/16 21:00;13.34;3.625;6.108;1.46;34.3;0;0;8.58;5.98;63.96;88.7;0
11/06/16 21:30;13.29;3.542;4.876;2.046;48.23;0;0;9.27;4.268;5.105;60.35;0
11/06/16 22:00;13.24;3.527;5.32;2.239;44.44;0;0;7.031;4.053;217.4;97.1;0
11/06/16 22:30;13.2;2.98;3.906;2.259;54.05;0;0;7.163;4.154;122.1;91;0
11/06/16 23:00;13.16;3.064;4.17;2.36;48.28;0;0;8.32;4.002;328.2;84.2;0
11/06/16 23:30;13.13;2.563;3.744;1.763;57.22;0;0;18.54;9.66;327.3;47.22;1
12/06/16 00:00;13.1;2.332;4.18;1.439;70.48;0;0;18.49;7.919;331.2;30.55;0
12/06/16 00:30;13.08;2.221;3.794;1.48;64.59;0;0;25.24;5.01;318.3;15;0.2
12/06/16 01:00;13.07;3.353;5.018;2.006;50.07;0;0;20.67;7.597;326;27.51;0.1
12/06/16 01:30;13.05;4.041;5.2;2.502;34.07;0;0;15.28;7.165;330.4;40.64;0
12/06/16 02:00;13.04;4.002;6.128;2.006;61.57;0;0;7.804;5.26;5.65;83.1;0
12/06/16 02:30;13.02;3.592;5.502;1.966;46.61;0;0;6.265;3.044;140.3;77.34;0
12/06/16 03:00;13.01;2.891;4.27;1.632;47.45;0;0;5.046;2.7;263.3;93.6;0
12/06/16 03:30;13;3.146;6.926;1.824;25.14;0;0;7.077;3.186;326;97.4;0
12/06/16 04:00;12.99;3.601;6.724;1.986;54.93;0;0;6.6;2.747;117.3;86;0
12/06/16 04:30;12.99;3.251;5.27;1.692;51.42;0;0;7.173;3.508;267.4;92.7;0
12/06/16 05:00;12.98;2.967;4.684;1.52;53.52;0;0;7.3;3.102;213.6;94.2;0
12/06/16 05:30;12.97;2.765;3.836;1.4;61.33;0;0;5.107;3.202;182.6;88.8;0
12/06/16 06:00;12.97;2.348;6.098;1.277;61.82;0;0;4.727;2.007;93.2;84.3;0
12/06/16 06:30;12.96;2.052;3.098;0.914;60.87;0;0;4.446;2.554;113.5;87.1;0
12/06/16 07:00;12.95;2.419;3.644;1.46;55.54;0;0;6.753;4.121;310.8;83.7;0
12/06/16 07:30;12.95;2.805;3.451;2.228;50.8;0;0;3.798;2.718;350.9;80.4;0
12/06/16 08:00;12.94;2.613;3.704;1.692;38.75;0;0;4.186;2.099;341.2;64.47;0
12/06/16 08:30;12.94;3.563;4.31;2.956;40.07;0;0;3.407;1.889;28.17;73.94;0
12/06/16 09:00;12.94;3.501;4.351;2.249;47.36;0;0;9.09;4.202;337.9;37.12;0
12/06/16 09:30;12.94;2.725;3.299;2.087;46.71;0.09;0.201;9.04;4.354;328.3;37.16;0
12/06/16 10:00;12.94;2.397;2.774;1.986;49.11;3.055;1.379;3.397;2.024;321.8;70.27;0
12/06/16 10:30;12.94;2.153;2.855;1.52;48.73;35.08;23.57;3.7;2.27;351.3;59.8;0
12/06/16 11:00;14.43;2.394;2.754;1.945;57.09;121;28.56;3.045;1.219;126;64.86;0
12/06/16 11:30;14.43;2.186;2.411;1.783;55.23;173.8;13.27;3.221;1.983;141.4;51.68;0
12/06/16 12:00;14.43;2;2.228;1.744;58.94;215.2;9.22;5.535;2.33;150.8;57.66;0
12/06/16 12:30;14.43;1.91;2.522;1.207;61.54;246;8.51;7.047;3.451;165.7;74.79;0
12/06/16 13:00;14.43;2.117;2.774;1.794;61.23;272.5;12.68;4.943;2.41;141.4;65.77;0
12/06/16 13:30;14.4;2.116;2.986;1.702;53.99;291.5;37.66;6.888;3.308;166;76.65;0
12/06/16 14:00;14.4;3.115;3.906;2.552;53.83;275.2;61.44;9.06;4.658;295.2;69.33;0
12/06/16 14:30;14.36;2.495;3.27;1.369;66.06;201.6;100.9;9.57;4.549;307.6;39.44;0
12/06/16 15:00;14.36;1.903;2.35;1.298;67.29;55.47;10.02;22.76;5.944;308;15.71;0.5
12/06/16 15:30;14.4;2.784;3.159;2.178;65.87;47.94;12.26;22.94;4.867;316.3;19.3;0
12/06/16 16:00;14.4;3.203;3.391;2.936;66.24;30.65;4.212;23.95;5.898;307.2;18.08;0
12/06/16 16:30;14.04;2.805;3.108;2.401;70.58;24.5;1.848;28.6;5.12;305.7;15.67;0.2
12/06/16 17:00;13.88;2.203;2.42;1.783;69.9;17.86;2.424;30.36;4.69;305.7;14.05;0.8
12/06/16 17:30;13.75;1.764;2.734;1.086;76.22;10.72;1.687;28.33;4.441;301.9;14.31;0
12/06/16 18:00;13.65;0.938;1.906;0.518;71.56;3.569;1.791;27.39;4.232;297.1;12.94;0
12/06/16 18:30;13.55;2.863;3.906;1.562;66.64;0.404;0.469;26.85;5.716;303.7;16.6;0
12/06/16 19:00;13.48;4.124;4.624;3.461;67.03;0;0;29.89;6.479;295.2;17.84;0
12/06/16 19:30;13.4;3.394;3.966;2.592;76.1;0;0;23.76;5.575;305.8;19.06;0
12/06/16 20:00;13.34;2.475;3.058;1.915;84.7;0;0;29.57;6.629;300.3;18.27;0.6
12/06/16 20:30;13.24;1.344;2.288;0.195;94.1;0;0;30.6;5.74;285.7;16.07;1
12/06/16 21:00;13.15;-0.061;0.195;-0.28;94.1;0;0;25.58;3.581;275.5;11.55;0
12/06/16 21:30;13.07;-0.066;0.126;-0.26;91.2;0;0;26.48;3.75;280.6;11.38;0
12/06/16 22:00;13.06;0.114;0.508;-0.32;87.4;0;0;27.18;3.9;283.8;11.88;0
12/06/16 22:30;13.02;0.445;0.914;-0.036;88;0;0;30.6;4.145;283.8;12.59;0
12/06/16 23:00;13.01;0.049;0.55;-0.482;91.5;0;0;31.07;4.348;278;11.01;0.4
12/06/16 23:30;12.97;-0.466;-0.208;-0.988;91.7;0;0;27.88;4.265;269.8;10.09;0
13/06/16 00:00;12.97;-0.923;-0.786;-1.048;91.6;0;0;26.66;4.286;264.8;13.05;0
13/06/16 00:30;12.96;-1.116;-0.714;-1.554;90.5;0;0;34.37;5.152;268.7;10.54;0.9
13/06/16 01:00;12.96;-1.408;-1.11;-1.758;83.7;0;0;33.54;5.139;267.8;12.92;0.8
13/06/16 01:30;12.96;-1.621;-1.12;-2.012;86.1;0;0;27.87;9.28;261.7;21.19;0.9
13/06/16 02:00;12.95;-1.269;-0.674;-1.616;74.29;0;0;14.35;6.389;262.2;56.78;0
13/06/16 02:30;12.95;-0.343;0.114;-0.968;68.08;0;0;14.93;8.4;314.9;49.59;0.1
13/06/16 03:00;12.94;-0.701;0.003;-1.382;85.8;0;0;16.24;6.596;305.1;38.79;0.3
13/06/16 03:30;12.93;-1.213;-0.837;-1.554;84.9;0;0;13.09;5.813;303.2;52.57;0
13/06/16 04:00;12.93;-1.23;-0.624;-1.535;92;0;0;11.91;5.889;314.4;59.36;0
13/06/16 04:30;12.92;-1.471;-1.13;-1.677;87.4;0;0;10.99;5.424;324.8;42.55;0
13/06/16 05:00;12.92;-1.206;-0.735;-1.576;81.6;0;0;11.02;5.059;331;46.23;0
